policy_number,sale_date,product_value_,sale_value_nis,nature,percentage_of_sale,city,year_of_construction,area,bedrooms,addresses,address,coordinates,closest_direct_address,direct_distance_km,class,sale_year,sale_year_range,subgroup
"[6110, 234]",2024-02-13 00:00:00,2135000,2135000,דירה בבית קומות,0.5,תל אביב -יפו,2024,91,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-03-04 00:00:00,2290000,2290000,דירה בבית קומות,0.5,תל אביב -יפו,2024,95,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-03-06 00:00:00,2312000,2312000,דירה בבית קומות,0.5,תל אביב -יפו,2024,95,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-02-21 00:00:00,2235000,2235000,דירה בבית קומות,0.5,תל אביב -יפו,2024,92,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-03-11 00:00:00,2285000,2285000,דירה בבית קומות,0.5,תל אביב -יפו,2024,85,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-03-11 00:00:00,2310000,2310000,דירה בבית קומות,0.5,תל אביב -יפו,2024,85,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-03-12 00:00:00,2271150,2271150,דירה בבית קומות,0.5,תל אביב -יפו,2024,91,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-03-18 00:00:00,2287000,2287000,דירה בבית קומות,0.5,תל אביב -יפו,2024,95,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-03-19 00:00:00,2436525,2436525,דירה בבית קומות,0.5,תל אביב -יפו,2024,92,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-03-25 00:00:00,2408962,2408962,דירה בבית קומות,0.5,תל אביב -יפו,2024,12,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-03-26 00:00:00,2442037,2442037,דירה בבית קומות,0.5,תל אביב -יפו,2024,95,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-03-25 00:00:00,2469600,2469600,דירה בבית קומות,0.5,תל אביב -יפו,2024,95,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-04-03 00:00:00,2237000,2237000,דירה בבית קומות,0.5,תל אביב -יפו,2024,85,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-06-09 00:00:00,2214800,2214800,דירה בבית קומות,0.5,תל אביב -יפו,2024,73,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-06-09 00:00:00,3251074,3251074,דירה בבית קומות,0.5,תל אביב -יפו,2024,91,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-06-30 00:00:00,2414475,2414475,דירה בבית קומות,0.5,תל אביב -יפו,2024,78,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-06-30 00:00:00,2723175,2723175,דירה בבית קומות,0.5,תל אביב -יפו,2024,88,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-06-30 00:00:00,2149875,2149875,דירה בבית קומות,0.5,תל אביב -יפו,2024,69,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-06-30 00:00:00,3053370,3053370,דירה בבית קומות,0.5,תל אביב -יפו,2024,91,3.5,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-06-30 00:00:00,2177437,2177437,דירה בבית קומות,0.5,תל אביב -יפו,2024,69,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-06-30 00:00:00,2315250,2315250,דירה בבית קומות,0.5,תל אביב -יפו,2024,71,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6127, 172]",2023-12-17 00:00:00,2650000,2650000,דירה בבית קומות,1,רמת גן,1995,71,3,['רמת גן דר כהן 10'],דר כהן 10 רמת גן,"(32.0867267, 34.811998)",Bialik,0.097163044,0-500,2023,23-24,23-24 - 0-500
"[6127, 856]",2023-08-11 00:00:00,766650,766650,דירה בבית קומות,0.333,רמת גן,1960,102,3.5,"[' רמת גן דר כהן 2', 'רמת גן ביאליק 66']",דר כהן 2 רמת גן,"(32.0852755, 34.8124729)",Bialik,0.221826098,0-500,2023,23-24,23-24 - 0-500
"[6127, 856]",2023-08-11 00:00:00,383324,383324,דירה בבית קומות,0.166,רמת גן,1960,102,3.5,"['רמת גן דר כהן 2', 'רמת גן ביאליק 66']",דר כהן 2 רמת גן,"(32.0852755, 34.8124729)",Bialik,0.221826098,0-500,2023,23-24,23-24 - 0-500
"[6127, 856]",2024-05-10 00:00:00,1250000,1250000,דירה בבית קומות,0.5,רמת גן,1960,70,3,"['רמת גן דר כהן 2', 'רמת גן ביאליק 66']",דר כהן 2 רמת גן,"(32.0852755, 34.8124729)",Bialik,0.221826098,0-500,2024,23-24,23-24 - 0-500
"[6127, 268]",2023-09-05 00:00:00,1425000,1425000,דירה בבית קומות,0.75,רמת גן,1950,60,2,['רמת גן דר כהן 3'],דר כהן 3 רמת גן,"(32.0854145, 34.812268094592625)",Bialik,0.21052818,0-500,2023,23-24,23-24 - 0-500
"[6127, 268]",2023-09-05 00:00:00,237500,237500,דירה בבית קומות,0.125,רמת גן,1950,60,2,['רמת גן דר כהן 3'],דר כהן 3 רמת גן,"(32.0854145, 34.812268094592625)",Bialik,0.21052818,0-500,2023,23-24,23-24 - 0-500
"[6127, 268]",2022-07-28 00:00:00,300000,300000,דירה בבית קומות,0.01,רמת גן,1950,56,2,['רמת גן דר כהן 3'],דר כהן 3 רמת גן,"(32.0854145, 34.812268094592625)",Bialik,0.21052818,0-500,2022,21-22,21-22 - 0-500
"[6127, 906]",2023-08-30 00:00:00,3650000,3650000,דירה בבית קומות,1,רמת גן,1970,109,4,"['רמת גן דר כהן 7', ""רמת גן ז'בוטינסקי 64""]",דר כהן 7 רמת גן,"(32.08575305, 34.81234750475011)",Bialik,0.172311376,0-500,2023,23-24,23-24 - 0-500
"[6126, 296]",2024-02-28 00:00:00,2640000,2640000,דירה בבית קומות,1,רמת גן,1980,86,3,"['רמת גן האש""ל 5']","האש""ל 5 רמת גן","(32.083430, 34.818499)",Bialik,0.683550637,500-1000,2024,23-24,23-24 - 500-1000
"[6127, 828]",2024-07-31 00:00:00,1980000,1980000,דירה בבית קומות,1,רמת גן,1960,54,2,['רמת גן הבאר 3'],הבאר 3 רמת גן,"(32.08398398247287, 34.81242482336397)",Bialik,0.364520811,0-500,2024,23-24,23-24 - 0-500
"[6127, 214]",2022-06-20 00:00:00,1619382,1619382,קומבינציה,0.137,רמת גן,0,1,0,['רמת גן הבאר 5'],הבאר 5 רמת גן,"(32.08374946126458, 34.812621061059346)",Bialik,0.389065924,0-500,2022,21-22,21-22 - 0-500
"[6127, 214]",2022-06-20 00:00:00,528148,528148,קומבינציה,0.045,רמת גן,0,1,0,['רמת גן הבאר 5'],הבאר 5 רמת גן,"(32.08374946126458, 34.812621061059346)",Bialik,0.389065924,0-500,2022,21-22,21-22 - 0-500
"[6127, 532]",2023-07-26 00:00:00,1595000,1595000,דירה בבית קומות,0.5,רמת גן,1960,80,4,['רמת גן הבאר 8'],הבאר 8 רמת גן,"(32.08338301216945, 34.812569980091)",Bialik,0.429895727,0-500,2023,23-24,23-24 - 0-500
"[6205, 52]",2023-05-23 00:00:00,3000000,3000000,דירה בבית קומות,1,רמת גן,1960,90,4,"['רמת גן הגפן 10', 'רמת גן שקדיה 8']",הגפן 10 רמת גן,"(32.0913759, 34.803079884374995)",Abba Hillel,0.94304106,500-1000,2023,23-24,23-24 - 500-1000
"[6205, 82]",2023-05-23 00:00:00,1155000,1155000,דירה בבית קומות,0.5,רמת גן,1950,52,3,['רמת גן הגפן 13'],הגפן 13 רמת גן,"(32.08939855, 34.811483091439634)",Bialik,0.269220787,0-500,2023,23-24,23-24 - 0-500
"[6205, 80]",2024-01-14 00:00:00,2250000,2250000,דירה בבית קומות,1,רמת גן,1950,60,2,['רמת גן הגפן 17'],הגפן 17 רמת גן,"(32.08941505, 34.811922249999995)",Bialik,0.254180241,0-500,2024,23-24,23-24 - 0-500
"[6205, 80]",2024-01-17 00:00:00,1700000,1700000,דירה בבית קומות,1,רמת גן,1950,40,2,['רמת גן הגפן 17'],הגפן 17 רמת גן,"(32.08941505, 34.811922249999995)",Bialik,0.254180241,0-500,2024,23-24,23-24 - 0-500
"[6205, 59]",2024-05-08 00:00:00,1150000,1150000,דירה בבית קומות,0.5,רמת גן,1950,59,2,['רמת גן הגפן 20'],הגפן 20 רמת גן,"(32.0892542, 34.8120484)",Bialik,0.23345354,0-500,2024,23-24,23-24 - 0-500
"[6205, 60]",2023-03-01 00:00:00,2550000,2550000,דירה בבית קומות,1,רמת גן,2007,63,3,['רמת גן הגפן 22'],הגפן 22 רמת גן,"(32.0892542, 34.8120484)",Bialik,0.23345354,0-500,2023,23-24,23-24 - 0-500
"[6205, 623]",2023-01-09 00:00:00,1325000,1325000,דירה בבית קומות,0.5,רמת גן,1960,59,3,['רמת גן הדקלים 10'],הדקלים 10 רמת גן,"(32.087956, 34.8078927)",Bialik,0.471621429,0-500,2023,23-24,23-24 - 0-500
"[6205, 99]",2023-11-06 00:00:00,157000,157000,דירה בבית קומות,0.05,רמת גן,1950,110,2,['רמת גן הדקלים 19'],הדקלים 19 רמת גן,"(32.087956, 34.8078927)",Bialik,0.471621429,0-500,2023,23-24,23-24 - 0-500
"[6205, 537]",2023-07-18 00:00:00,2350000,2350000,דירה בבית קומות,1,רמת גן,1950,52,3,"['רמת גן הדר 18', 'רמת גן הדר 16']",הדר 18 רמת גן,"(32.0879056, 34.8125027)",Bialik,0.078217728,0-500,2023,23-24,23-24 - 0-500
"[6205, 131]",2023-06-06 00:00:00,1150000,1150000,דירה בבית קומות,1,רמת גן,1950,35,1.5,['רמת גן הדר 2'],הדר 2 רמת גן,"(32.0879056, 34.8125027)",Bialik,0.078217728,0-500,2023,23-24,23-24 - 0-500
"[6205, 663]",2022-10-02 00:00:00,983333,983333,דירה בבית קומות,0.333,רמת גן,1970,101,3,['רמת גן הדר 7'],הדר 7 רמת גן,"(32.0879056, 34.8125027)",Bialik,0.078217728,0-500,2022,21-22,21-22 - 0-500
"[6205, 663]",2023-11-02 00:00:00,1800000,1800000,דירה בבית קומות,0.5,רמת גן,1970,139,4,['רמת גן הדר 7'],הדר 7 רמת גן,"(32.0879056, 34.8125027)",Bialik,0.078217728,0-500,2023,23-24,23-24 - 0-500
"[6205, 663]",2024-01-17 00:00:00,682500,682500,דירה בבית קומות,0.25,רמת גן,1970,82,4,['רמת גן הדר 7'],הדר 7 רמת גן,"(32.0879056, 34.8125027)",Bialik,0.078217728,0-500,2024,23-24,23-24 - 0-500
"[6205, 663]",2024-01-17 00:00:00,341250,341250,דירה בבית קומות,0.125,רמת גן,1970,82,4,['רמת גן הדר 7'],הדר 7 רמת גן,"(32.0879056, 34.8125027)",Bialik,0.078217728,0-500,2024,23-24,23-24 - 0-500
"[6205, 664]",2024-07-24 00:00:00,2920000,2920000,דירה בבית קומות,1,רמת גן,1970,101,4,['רמת גן הדר 9'],הדר 9 רמת גן,"(32.0879056, 34.8125027)",Bialik,0.078217728,0-500,2024,23-24,23-24 - 0-500
"[6126, 406]",2024-03-21 00:00:00,3575000,3575000,דירה בבית קומות,1,רמת גן,1970,122,5,['רמת גן הזיתים 1'],הזיתים 1 רמת גן,"(32.083447, 34.8201829)",Bialik,0.813248881,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 332]",2024-01-17 00:00:00,2950000,2950000,דירה בבית קומות,1,רמת גן,2023,89,4,['רמת גן הזיתים 12'],הזיתים 12 רמת גן,"(32.082645475, 34.8197176375)",Bialik,0.827759439,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 332]",2024-02-06 00:00:00,3006288,3006288,דירה בבית קומות,1,רמת גן,2023,89,4,['רמת גן הזיתים 12'],הזיתים 12 רמת גן,"(32.082645475, 34.8197176375)",Bialik,0.827759439,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 332]",2024-02-14 00:00:00,2600000,2600000,דירה בבית קומות,1,רמת גן,2023,70,3,['רמת גן הזיתים 12'],הזיתים 12 רמת גן,"(32.082645475, 34.8197176375)",Bialik,0.827759439,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 332]",2024-05-22 00:00:00,2670000,2670000,דירה בבית קומות,1,רמת גן,2023,64,3,['רמת גן הזיתים 12'],הזיתים 12 רמת גן,"(32.082645475, 34.8197176375)",Bialik,0.827759439,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 332]",2024-05-20 00:00:00,2650000,2650000,דירה בבית קומות,1,רמת גן,2023,70,3,['רמת גן הזיתים 12'],הזיתים 12 רמת גן,"(32.082645475, 34.8197176375)",Bialik,0.827759439,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 263]",2024-01-28 00:00:00,520000,520000,דירה בבית קומות,0.25,רמת גן,1950,65,2,['רמת גן הזיתים 22'],הזיתים 22 רמת גן,"(32.08152115, 34.819394603754844)",Bialik,0.888466228,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 264]",2024-02-27 00:00:00,637500,637500,דירה בבית קומות,0.25,רמת גן,1950,120,4,['רמת גן הזיתים 23'],הזיתים 23 רמת גן,"(32.081549366666664, 34.819732933333334)",Bialik,0.908886124,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 264]",2024-02-27 00:00:00,16686,637500,דירה בבית קומות,0.25,רמת גן,1950,120,4,['רמת גן הזיתים 23'],הזיתים 23 רמת גן,"(32.081549366666664, 34.819732933333334)",Bialik,0.908886124,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 430]",2024-06-10 00:00:00,4300000,4300000,דירה בבית קומות,1,רמת גן,2024,111,4,['רמת גן הזיתים 27'],הזיתים 27 רמת גן,"(32.0813029, 34.8196686)",Bialik,0.923855236,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 409]",2024-07-10 00:00:00,412500,412500,דירה בבית קומות,0.25,רמת גן,1950,46,2,['רמת גן הזיתים 7'],הזיתים 7 רמת גן,"(32.0829636, 34.82007326666667)",Bialik,0.833801935,500-1000,2024,23-24,23-24 - 500-1000
"[6109, 246]",2023-12-18 00:00:00,84830,84830,ללא תיכנון,0.001,רמת גן,0,1,0,"['רמת גן החילזון 14', 'רמת גן תובל 15']",החילזון 14 רמת גן,"(32.0861321, 34.8040698)",Abba Hillel,0.382785867,0-500,2023,23-24,23-24 - 0-500
"[6109, 379]",2023-09-21 00:00:00,6700000,6700000,משרד,0.038,רמת גן,2011,297,0,['רמת גן החילזון 5'],החילזון 5 רמת גן,"(32.0861321, 34.8040698)",Abba Hillel,0.382785867,0-500,2023,23-24,23-24 - 0-500
"[6109, 379]",2023-11-09 00:00:00,3700000,3700000,משרד,1,רמת גן,2011,161,0,['רמת גן החילזון 5'],החילזון 5 רמת גן,"(32.0861321, 34.8040698)",Abba Hillel,0.382785867,0-500,2023,23-24,23-24 - 0-500
"[6109, 379]",2023-08-13 00:00:00,6000000,6000000,חנות,1,רמת גן,2012,225,0,['רמת גן החילזון 5'],החילזון 5 רמת גן,"(32.0861321, 34.8040698)",Abba Hillel,0.382785867,0-500,2023,23-24,23-24 - 0-500
"[6127, 338]",2023-03-28 00:00:00,2000000,2000000,קומבינציה,0.092,רמת גן,0,1,0,['רמת גן החשמונאים 25'],החשמונאים 25 רמת גן,"(32.0829646, 34.8095931)",Bialik,0.564837797,500-1000,2023,23-24,23-24 - 500-1000
"[6127, 338]",2023-03-28 00:00:00,2000000,2000000,קומבינציה,0.094,רמת גן,0,1,0,['רמת גן החשמונאים 25'],החשמונאים 25 רמת גן,"(32.0829646, 34.8095931)",Bialik,0.564837797,500-1000,2023,23-24,23-24 - 500-1000
"[6127, 338]",2023-03-28 00:00:00,2000000,2000000,קומבינציה,0.089,רמת גן,0,1,0,['רמת גן החשמונאים 25'],החשמונאים 25 רמת גן,"(32.0829646, 34.8095931)",Bialik,0.564837797,500-1000,2023,23-24,23-24 - 500-1000
"[6127, 338]",2023-03-28 00:00:00,2000000,2000000,קומבינציה,0.108,רמת גן,0,1,0,['רמת גן החשמונאים 25'],החשמונאים 25 רמת גן,"(32.0829646, 34.8095931)",Bialik,0.564837797,500-1000,2023,23-24,23-24 - 500-1000
"[6127, 338]",2023-03-28 00:00:00,2000000,2000000,קומבינציה,0.104,רמת גן,0,1,0,['רמת גן החשמונאים 25'],החשמונאים 25 רמת גן,"(32.0829646, 34.8095931)",Bialik,0.564837797,500-1000,2023,23-24,23-24 - 500-1000
"[6127, 338]",2023-03-28 00:00:00,2000000,2000000,קומבינציה,0.109,רמת גן,0,1,0,['רמת גן החשמונאים 25'],החשמונאים 25 רמת גן,"(32.0829646, 34.8095931)",Bialik,0.564837797,500-1000,2023,23-24,23-24 - 500-1000
