policy_number,sale_date,product_value_,sale_value_nis,nature,percentage_of_sale,city,year_of_construction,area,bedrooms,addresses,address,coordinates,closest_direct_address,direct_distance_km,class,sale_year,sale_year_range,subgroup
"[7110, 275]",2021-10-31 00:00:00,412500,412500,דירה בבית קומות,0.125,תל אביב -יפו,1980,148,4,"['תל אביב-יפו אהרון בנימיני 9', 'תל אביב-יפו ברוריה 16']",בנימיני 9 תל אביב-יפו,"(32.077613, 34.798472)",Arlosoroff,0.46640448,0-500,2021,21-22,21-22 - 0-500
"[7110, 275]",2021-10-31 00:00:00,137500,137500,דירה בבית קומות,0.041,תל אביב -יפו,1980,148,4,"['תל אביב-יפו אהרון בנימיני 9', 'תל אביב-יפו ברוריה 16']",בנימיני 9 תל אביב-יפו,"(32.077613, 34.798472)",Arlosoroff,0.46640448,0-500,2021,21-22,21-22 - 0-500
"[7110, 275]",2021-10-31 00:00:00,45833,45833,דירה בבית קומות,0.013,תל אביב -יפו,1980,148,4,"['תל אביב-יפו אהרון בנימיני 9', 'תל אביב-יפו ברוריה 16']",בנימיני 9 תל אביב-יפו,"(32.077613, 34.798472)",Arlosoroff,0.46640448,0-500,2021,21-22,21-22 - 0-500
"[6127, 406]",2023-02-21 00:00:00,60000,63014,דירה בבית קומות,0.008,רמת גן,1950,29,1,"['רמת גן בר-גיורא 1', 'רמת גן מעלה הצופים 15']",בר-גיורא 1 רמת גן,"(32.0825854, 34.8109011)",Bialik,0.548473781,500-1000,2023,23-24,23-24 - 500-1000
"[7110, 243]",2024-04-17 00:00:00,3310125,3310125,דירה בבית קומות,1,תל אביב -יפו,2025,60,3,"['תל אביב-יפו ברוריה 10', 'תל אביב-יפו ברוריה 12']",ברוריה 10 תל אביב-יפו,"(32.077923, 34.797813)",Arlosoroff,0.412614934,0-500,2024,23-24,23-24 - 0-500
"[7110, 243]",2024-07-01 00:00:00,3890250,3890250,דירה בבית קומות,1,תל אביב -יפו,2025,73,3,"['תל אביב-יפו ברוריה 10', 'תל אביב-יפו ברוריה 12']",ברוריה 10 תל אביב-יפו,"(32.077923, 34.797813)",Arlosoroff,0.412614934,0-500,2024,23-24,23-24 - 0-500
"[7110, 243]",2024-07-11 00:00:00,4046250,4046250,דירה בבית קומות,1,תל אביב -יפו,2025,74,3,"['תל אביב-יפו ברוריה 10', 'תל אביב-יפו ברוריה 12']",ברוריה 10 תל אביב-יפו,"(32.077923, 34.797813)",Arlosoroff,0.412614934,0-500,2024,23-24,23-24 - 0-500
"[7110, 243]",2024-07-24 00:00:00,3968250,3968250,דירה בבית קומות,1,תל אביב -יפו,2025,73,3,"['תל אביב-יפו ברוריה 10', 'תל אביב-יפו ברוריה 12']",ברוריה 10 תל אביב-יפו,"(32.077923, 34.797813)",Arlosoroff,0.412614934,0-500,2024,23-24,23-24 - 0-500
"[7110, 243]",2024-07-11 00:00:00,3149250,3149250,דירה בבית קומות,1,תל אביב -יפו,2025,59,3,"['תל אביב-יפו ברוריה 10', 'תל אביב-יפו ברוריה 12']",ברוריה 10 תל אביב-יפו,"(32.077923, 34.797813)",Arlosoroff,0.412614934,0-500,2024,23-24,23-24 - 0-500
"[7110, 243]",2024-07-25 00:00:00,4129125,4129125,דירה בבית קומות,1,תל אביב -יפו,2025,74,3,"['תל אביב-יפו ברוריה 10', 'תל אביב-יפו ברוריה 12']",ברוריה 10 תל אביב-יפו,"(32.077923, 34.797813)",Arlosoroff,0.412614934,0-500,2024,23-24,23-24 - 0-500
"[7110, 277]",2022-05-02 00:00:00,2925000,2925000,דירת גג,0.5,תל אביב -יפו,1981,160,4,['תל אביב-יפו ברוריה 14'],ברוריה 14 תל אביב-יפו,"(32.0778284, 34.7982338)",Arlosoroff,0.435737148,0-500,2022,21-22,21-22 - 0-500
"[7110, 274]",2024-04-10 00:00:00,3320000,3320000,דירה בבית קומות,1,תל אביב -יפו,1970,87,3.5,"['תל אביב-יפו ברוריה 26', 'תל אביב-יפו ברוריה 24']",ברוריה 26 תל אביב-יפו,"(32.077407, 34.799625)",Arlosoroff,0.538042153,500-1000,2024,23-24,23-24 - 500-1000
"[7110, 274]",2024-05-16 00:00:00,3200000,3200000,דירה בבית קומות,1,תל אביב -יפו,1970,76,3,"['תל אביב-יפו ברוריה 26', 'תל אביב-יפו ברוריה 24']",ברוריה 26 תל אביב-יפו,"(32.077407, 34.799625)",Arlosoroff,0.538042153,500-1000,2024,23-24,23-24 - 500-1000
"[7110, 301]",2021-08-29 00:00:00,2400000,2400000,דירה בבית קומות,1,תל אביב -יפו,1985,77,3,"['תל אביב-יפו ברוריה 8', 'תל אביב-יפו יגאל אלון 160']",ברוריה 8 תל אביב-יפו,"(32.077023, 34.799306)",Arlosoroff,0.559499903,500-1000,2021,21-22,21-22 - 500-1000
"[7110, 301]",2021-11-07 00:00:00,243750,243750,דירה בבית קומות,0.25,תל אביב -יפו,1982,72,4,"['תל אביב-יפו ברוריה 8', 'תל אביב-יפו יגאל אלון 160']",ברוריה 8 תל אביב-יפו,"(32.077023, 34.799306)",Arlosoroff,0.559499903,500-1000,2021,21-22,21-22 - 500-1000
"[7110, 301]",2021-11-07 00:00:00,243750,243750,דירה בבית קומות,0.125,תל אביב -יפו,1982,72,4,"['תל אביב-יפו ברוריה 8', 'תל אביב-יפו יגאל אלון 160']",ברוריה 8 תל אביב-יפו,"(32.077023, 34.799306)",Arlosoroff,0.559499903,500-1000,2021,21-22,21-22 - 500-1000
"[7110, 301]",2021-11-07 00:00:00,1462500,1462500,דירה בבית קומות,0.75,תל אביב -יפו,1982,72,4,"['תל אביב-יפו ברוריה 8', 'תל אביב-יפו יגאל אלון 160']",ברוריה 8 תל אביב-יפו,"(32.077023, 34.799306)",Arlosoroff,0.559499903,500-1000,2021,21-22,21-22 - 500-1000
"[6111, 856]",2022-09-15 00:00:00,8650000,8650000,דירה בבית קומות,1,תל אביב -יפו,1993,146,4,['תל אביב-יפו ברקוביץ 10'],ברקוביץ 10 תל אביב-יפו,"(32.078056, 34.785896)",Sha'ul HaMelekh,0.591167394,500-1000,2022,21-22,21-22 - 500-1000
"[6111, 856]",2023-07-20 00:00:00,7000000,7000000,דירה בבית קומות,1,תל אביב -יפו,1996,114,4,['תל אביב-יפו ברקוביץ 10'],ברקוביץ 10 תל אביב-יפו,"(32.078056, 34.785896)",Sha'ul HaMelekh,0.591167394,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 858]",2023-11-30 00:00:00,52000000,52000000,משרד,1,תל אביב -יפו,0,0,0,"['תל אביב-יפו ברקוביץ 7', 'תל אביב-יפו צייטלין 20', 'תל אביב-יפו צייטלין 20', 'תל אביב-יפו שדרות שאול המלך 25', 'תל אביב-יפו שדרות שאול המלך 19', 'תל אביב-יפו שדרות שאול המלך 21', 'תל אביב-יפו שדרות שאול המלך 23', 'תל אביב-יפו צייטלין 20', ""תל אביב-יפו לאונרדו דה-וינצ'י 30"", ""תל אביב-יפו לאונרדו דה-וינצ'י 28"", 'תל אביב-יפו צייטלין 20', 'תל אביב-יפו צייטלין 22', ""תל אביב-יפו לאונרדו דה-וינצ'י 26"", 'תל אביב-יפו צייטלין 20']",ברקוביץ 7 תל אביב-יפו,"(32.076985, 34.78467)",Sha'ul HaMelekh,0.686414233,500-1000,2023,23-24,23-24 - 500-1000
"[6205, 337]",2023-01-29 00:00:00,2030000,2030000,דירה בבית קומות,1,רמת גן,1960,60,3,['רמת גן גאולים 10'],גאולים 10 רמת גן,"(32.090681599999996, 34.815488375)",Bialik,0.455976788,0-500,2023,23-24,23-24 - 0-500
"[6205, 329]",2024-06-05 00:00:00,3625000,3625000,דירה בבית קומות,1,רמת גן,2019,104,4,"['רמת גן גאולים 15', 'רמת גן סטרומה 4']",גאולים 15 רמת גן,"(32.09100135, 34.81559855036011)",Bialik,0.491398568,0-500,2024,23-24,23-24 - 0-500
"[6205, 329]",2024-07-24 00:00:00,1700000,1700000,דירה בבית קומות,0.5,רמת גן,2019,75,3,"['רמת גן גאולים 15', 'רמת גן סטרומה 4']",גאולים 15 רמת גן,"(32.09100135, 34.81559855036011)",Bialik,0.491398568,0-500,2024,23-24,23-24 - 0-500
"[6205, 329]",2023-04-03 00:00:00,3200000,3200000,דירה בבית קומות,1,רמת גן,2018,75,3,"['רמת גן גאולים 15', 'רמת גן סטרומה 4']",גאולים 15 רמת גן,"(32.09100135, 34.81559855036011)",Bialik,0.491398568,0-500,2023,23-24,23-24 - 0-500
"[6205, 653]",2023-04-27 00:00:00,2500000,2500000,דירה בבית קומות,1,רמת גן,1970,62,2.5,['רמת גן גאולים 9'],גאולים 9 רמת גן,"(32.0907007, 34.81506287053027)",Bialik,0.436927942,0-500,2023,23-24,23-24 - 0-500
"[6111, 654]",2024-03-13 00:00:00,5550000,542000,דירה בבית קומות,1,תל אביב -יפו,1950,97,3,"['תל אביב-יפו דובנוב 1', 'תל אביב-יפו קפלן 13']",דובנוב 1 תל אביב-יפו,"(32.073784, 34.783407)",Yehudit,0.622344516,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 654]",2024-03-13 00:00:00,5008000,5008000,דירה בבית קומות,1,תל אביב -יפו,1950,97,3,"['תל אביב-יפו דובנוב 1', 'תל אביב-יפו קפלן 13']",דובנוב 1 תל אביב-יפו,"(32.073784, 34.783407)",Yehudit,0.622344516,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 214]",2022-12-20 00:00:00,622000,622000,דירה בבית קומות,0.2,תל אביב -יפו,1950,74,3,['תל אביב-יפו דובנוב 17'],דובנוב 17 תל אביב-יפו,"(32.077025, 34.783094)",Sha'ul HaMelekh,0.835228328,500-1000,2022,21-22,21-22 - 500-1000
"[6111, 214]",2022-12-20 00:00:00,4603000,4603000,דירה בבית קומות,0.8,תל אביב -יפו,1950,74,3,['תל אביב-יפו דובנוב 17'],דובנוב 17 תל אביב-יפו,"(32.077025, 34.783094)",Sha'ul HaMelekh,0.835228328,500-1000,2022,21-22,21-22 - 500-1000
"[6111, 213]",2023-10-12 00:00:00,12813750,12813750,דירה בבית קומות,1,תל אביב -יפו,2020,160,4,"['תל אביב-יפו דובנוב 19', 'תל אביב-יפו דוליצקי 4']",דובנוב 19 תל אביב-יפו,"(32.077187, 34.78306)",Sha'ul HaMelekh,0.839572814,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 604]",2023-10-03 00:00:00,3825000,3825000,דירה בבית קומות,0.5,תל אביב -יפו,1950,114,4,"['תל אביב-יפו דובנוב 20', ""תל אביב-יפו לאונרדו דה-וינצ'י 31"", 'תל אביב-יפו דובנוב 20', ""תל אביב-יפו לאונרדו דה-וינצ'י 31""]",דובנוב 20 תל אביב-יפו,"(32.07686, 34.783593)",Sha'ul HaMelekh,0.78737129,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 230]",2024-04-07 00:00:00,191672,191672,דירה בבית קומות,0.033,תל אביב -יפו,2024,82,3,"['תל אביב-יפו דובנוב 21', 'תל אביב-יפו דוליצקי 3']",דובנוב 21 תל אביב-יפו,"(32.07746, 34.783067)",Sha'ul HaMelekh,0.84169887,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 230]",2024-04-10 00:00:00,1190384,1190384,דירה בבית קומות,0.175,תל אביב -יפו,2024,94,4,"['תל אביב-יפו דובנוב 21', 'תל אביב-יפו דוליצקי 3']",דובנוב 21 תל אביב-יפו,"(32.07746, 34.783067)",Sha'ul HaMelekh,0.84169887,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 230]",2024-04-16 00:00:00,292550,292550,דירה בבית קומות,0.052,תל אביב -יפו,2024,76,3,"['תל אביב-יפו דובנוב 21', 'תל אביב-יפו דוליצקי 3']",דובנוב 21 תל אביב-יפו,"(32.07746, 34.783067)",Sha'ul HaMelekh,0.84169887,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 596]",2022-11-30 00:00:00,395000,395000,דירה בבית קומות,0.25,תל אביב -יפו,1960,23,1,"['תל אביב-יפו דובנוב 22', ""תל אביב-יפו לאונרדו דה-וינצ'י 33""]",דובנוב 22 תל אביב-יפו,"(32.077617, 34.783551)",Sha'ul HaMelekh,0.798503459,500-1000,2022,21-22,21-22 - 500-1000
"[6111, 596]",2023-11-23 00:00:00,3400000,3400000,דירה בבית קומות,1,תל אביב -יפו,1950,72,2,"['תל אביב-יפו דובנוב 22', ""תל אביב-יפו לאונרדו דה-וינצ'י 33""]",דובנוב 22 תל אביב-יפו,"(32.077617, 34.783551)",Sha'ul HaMelekh,0.798503459,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 596]",2024-05-02 00:00:00,4600000,4600000,דירה בבית קומות,1,תל אביב -יפו,1950,27,4,"['תל אביב-יפו דובנוב 22', ""תל אביב-יפו לאונרדו דה-וינצ'י 33""]",דובנוב 22 תל אביב-יפו,"(32.077617, 34.783551)",Sha'ul HaMelekh,0.798503459,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 229]",2023-06-04 00:00:00,3110000,3110000,דירה בבית קומות,1,תל אביב -יפו,1950,53,2,"['תל אביב-יפו דובנוב 23', 'תל אביב-יפו דובנוב 23']",דובנוב 23 תל אביב-יפו,"(32.077663, 34.782997)",Sha'ul HaMelekh,0.85101559,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 229]",2023-07-10 00:00:00,2500000,2500000,דירה בבית קומות,1,תל אביב -יפו,1950,38,2,"['תל אביב-יפו דובנוב 23', 'תל אביב-יפו דובנוב 23']",דובנוב 23 תל אביב-יפו,"(32.077663, 34.782997)",Sha'ul HaMelekh,0.85101559,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 110]",2023-12-19 00:00:00,100000,100000,חניה,1,תל אביב -יפו,0,6,0,['תל אביב-יפו דובנוב 30'],דובנוב 30 תל אביב-יפו,"(32.079681, 34.783474)",Sha'ul HaMelekh,0.867081694,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 110]",2023-12-24 00:00:00,192000,192000,מחסנים,1,תל אביב -יפו,2020,9,0,['תל אביב-יפו דובנוב 30'],דובנוב 30 תל אביב-יפו,"(32.079681, 34.783474)",Sha'ul HaMelekh,0.867081694,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 101]",2024-02-15 00:00:00,2242000,2242000,דירה בבית קומות,0.31,תל אביב -יפו,1960,127,5,['תל אביב-יפו דובנוב 33'],דובנוב 33 תל אביב-יפו,"(32.079707, 34.783184)",Sha'ul HaMelekh,0.893447816,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 101]",2024-02-15 00:00:00,5008000,5008000,דירה בבית קומות,0.69,תל אביב -יפו,1960,127,5,['תל אביב-יפו דובנוב 33'],דובנוב 33 תל אביב-יפו,"(32.079707, 34.783184)",Sha'ul HaMelekh,0.893447816,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 633]",2023-12-20 00:00:00,2000000,2000000,מחסנים,1,תל אביב -יפו,1980,1,0,"['תל אביב-יפו דובנוב 5', 'תל אביב-יפו שלמה אבן גבירול 26', 'תל אביב-יפו דניאל פריש 1', 'תל אביב-יפו דניאל פריש 3']",דובנוב 5 תל אביב-יפו,"(32.07466, 34.783298)",Yehudit,0.696475029,500-1000,2023,23-24,23-24 - 500-1000
"[6126, 94]",2024-05-08 00:00:00,2600000,2600000,דירה בבית קומות,1,רמת גן,1960,54,3,['רמת גן דוד 8'],דוד 8 רמת גן,"(32.083223000000004, 34.8169825)",Bialik,0.595164642,500-1000,2024,23-24,23-24 - 500-1000
"[6126, 519]",2023-09-10 00:00:00,3275000,3275000,דירה בבית קומות,1,רמת גן,2020,87,5,"['רמת גן דרך דוד בן-גוריון 116', 'רמת גן הגת 27']",דוד בן-גוריון 116 רמת גן,"(32.08309407309474, 34.820885447059304)",Bialik,0.890254175,500-1000,2023,23-24,23-24 - 500-1000
"[6126, 323]",2023-09-10 00:00:00,2300000,2300000,דירה בבית קומות,1,רמת גן,2024,65,3,['רמת גן דרך דוד בן-גוריון 124'],דוד בן-גוריון 124 רמת גן,"(32.082455903887734, 34.82051550980505)",Bialik,0.900491983,500-1000,2023,23-24,23-24 - 500-1000
"[6126, 650]",2023-11-30 00:00:00,2400000,2400000,דירה בבית קומות,1,רמת גן,2016,65,3,['רמת גן דרך דוד בן-גוריון 126'],דוד בן-גוריון 126 רמת גן,"(32.0822847476506, 34.82044934005836)",Bialik,0.90686561,500-1000,2023,23-24,23-24 - 500-1000
"[6126, 650]",2024-01-14 00:00:00,2350000,2350000,דירה בבית קומות,1,רמת גן,2015,80,3,['רמת גן דרך דוד בן-גוריון 126'],דוד בן-גוריון 126 רמת גן,"(32.0822847476506, 34.82044934005836)",Bialik,0.90686561,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 103]",2023-07-18 00:00:00,2400000,2400000,דירה בבית קומות,1,תל אביב -יפו,1983,38,2,['תל אביב-יפו שדרות דוד המלך 18'],דוד המלך 18 תל אביב-יפו,"(32.079842, 34.783886)",Sha'ul HaMelekh,0.838846216,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 103]",2023-07-18 00:00:00,12780000,12780000,דירה בבית קומות,1,תל אביב -יפו,1983,214,4.5,['תל אביב-יפו שדרות דוד המלך 18'],דוד המלך 18 תל אביב-יפו,"(32.079842, 34.783886)",Sha'ul HaMelekh,0.838846216,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 108]",2023-02-13 00:00:00,2500000,2500000,דירה בבית קומות,1,תל אביב -יפו,1950,74,3,['תל אביב-יפו שדרות דוד המלך 28'],דוד המלך 28 תל אביב-יפו,"(32.079766, 34.785071)",Sha'ul HaMelekh,0.735083649,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 108]",2024-02-19 00:00:00,4650000,4650000,דירה בבית קומות,1,תל אביב -יפו,1950,98,3,['תל אביב-יפו שדרות דוד המלך 28'],דוד המלך 28 תל אביב-יפו,"(32.079766, 34.785071)",Sha'ul HaMelekh,0.735083649,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 363]",2023-01-30 00:00:00,8100000,8100000,דירה בבית קומות,1,תל אביב -יפו,2024,115,4,['תל אביב-יפו שדרות דוד המלך 29'],דוד המלך 29 תל אביב-יפו,"(32.080227, 34.784481)",Sha'ul HaMelekh,0.808568991,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 363]",2024-02-15 00:00:00,7480000,7480000,דירה בבית קומות,1,תל אביב -יפו,2024,92,3,['תל אביב-יפו שדרות דוד המלך 29'],דוד המלך 29 תל אביב-יפו,"(32.080227, 34.784481)",Sha'ul HaMelekh,0.808568991,500-1000,2024,23-24,23-24 - 500-1000
"[6111, 835]",2023-12-11 00:00:00,170000,170000,מחסנים,1,תל אביב -יפו,1970,7,0,"['תל אביב-יפו שדרות דוד המלך 32', 'תל אביב-יפו שדרות דוד המלך 34', 'תל אביב-יפו רבקה זיו 2', 'תל אביב-יפו ראובן בריינין 2', 'תל אביב-יפו ראובן בריינין 4', 'תל אביב-יפו צייטלין 31', 'תל אביב-יפו צייטלין 33', 'תל אביב-יפו שדרות דוד המלך 36', 'תל אביב-יפו צייטלין 35', 'תל אביב-יפו רבקה זיו 4']",דוד המלך 32 תל אביב-יפו,"(32.079707, 34.785937)",Sha'ul HaMelekh,0.660800206,500-1000,2023,23-24,23-24 - 500-1000
"[6111, 564]",2023-12-25 00:00:00,833333,833333,דירה בבית קומות,1,תל אביב -יפו,1950,49,2,"['תל אביב-יפו דניאל פריש 6', 'תל אביב-יפו דניאל פריש 4']",דניאל פריש 6 תל אביב-יפו,"(32.074144, 34.782404)",Yehudit,0.720967221,500-1000,2023,23-24,23-24 - 500-1000
"[6110, 258]",2023-02-19 00:00:00,4846000,4846000,דירה בבית קומות,0.42,תל אביב -יפו,1950,250,5,"['תל אביב-יפו דפנה 13', 'תל אביב-יפו התאנה 18']",דפנה 13 תל אביב-יפו,"(32.079972, 34.792666)",Sha'ul HaMelekh,0.377517504,0-500,2023,23-24,23-24 - 0-500
"[6110, 258]",2023-02-19 00:00:00,6670000,6670000,קוטג' חד משפחתי,0.58,תל אביב -יפו,1950,250,5,"['תל אביב-יפו דפנה 13', 'תל אביב-יפו התאנה 18']",דפנה 13 תל אביב-יפו,"(32.079972, 34.792666)",Sha'ul HaMelekh,0.377517504,0-500,2023,23-24,23-24 - 0-500
"[6110, 238]",2023-12-14 00:00:00,3500000,3500000,דירה בבית קומות,1,תל אביב -יפו,1950,76,3,"['תל אביב-יפו דפנה 14', 'תל אביב-יפו דרך מרדכי נמיר 3']",דפנה 14 תל אביב-יפו,"(32.078651, 34.791699)",Sha'ul HaMelekh,0.225587015,0-500,2023,23-24,23-24 - 0-500
"[6110, 238]",2023-05-14 00:00:00,5575000,5575000,דירה בבית קומות,1,תל אביב -יפו,1960,82,4,"['תל אביב-יפו דפנה 14', 'תל אביב-יפו דרך מרדכי נמיר 3']",דפנה 14 תל אביב-יפו,"(32.078651, 34.791699)",Sha'ul HaMelekh,0.225587015,0-500,2023,23-24,23-24 - 0-500
"[6110, 234]",2024-02-15 00:00:00,2215000,2215000,דירה בבית קומות,0.5,תל אביב -יפו,2024,97,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-02-18 00:00:00,2165000,2165000,דירה בבית קומות,0.5,תל אביב -יפו,2024,21,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-02-19 00:00:00,2265000,2265000,דירה בבית קומות,0.5,תל אביב -יפו,2024,95,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-02-19 00:00:00,2050000,2050000,דירה בבית קומות,0.5,תל אביב -יפו,2024,79,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-02-25 00:00:00,2110000,2110000,דירה בבית קומות,0.5,תל אביב -יפו,2024,91,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-02-26 00:00:00,2140000,2140000,דירה בבית קומות,0.5,תל אביב -יפו,2024,97,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-02-26 00:00:00,2310000,2310000,דירה בבית קומות,0.5,תל אביב -יפו,2024,95,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-02-26 00:00:00,2160000,2160000,דירה בבית קומות,0.5,תל אביב -יפו,2024,91,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-02-18 00:00:00,2190000,2190000,דירה בבית קומות,0.5,תל אביב -יפו,2024,97,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-02-21 00:00:00,2085000,2085000,דירה בבית קומות,0.5,תל אביב -יפו,2024,91,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-02-21 00:00:00,2115000,2115000,דירה בבית קומות,0.5,תל אביב -יפו,2024,97,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-02-21 00:00:00,2260000,2260000,דירה בבית קומות,0.5,תל אביב -יפו,2024,92,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-02-21 00:00:00,2210000,2210000,דירה בבית קומות,0.5,תל אביב -יפו,2024,85,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-02-25 00:00:00,2262000,2262000,דירה בבית קומות,0.5,תל אביב -יפו,2024,100,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-02-29 00:00:00,2208211,2208211,דירה בבית קומות,0.5,תל אביב -יפו,2024,91,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-02-29 00:00:00,2232277,2232277,דירה בבית קומות,0.5,תל אביב -יפו,2024,90,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-03-04 00:00:00,2260000,2260000,דירה בבית קומות,0.5,תל אביב -יפו,2024,95,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-03-04 00:00:00,2285000,2285000,דירה בבית קומות,0.5,תל אביב -יפו,2024,95,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
"[6110, 234]",2024-03-10 00:00:00,2346750,2346750,דירה בבית קומות,0.5,תל אביב -יפו,2024,95,3,"['תל אביב-יפו דפנה 22', 'תל אביב-יפו דרך מרדכי נמיר 11']",דפנה 22 תל אביב-יפו,"(32.079402, 34.792744)",Sha'ul HaMelekh,0.317319882,0-500,2024,23-24,23-24 - 0-500
